Index,First,Quality_1,Second,Quality_2,Type,Longitude,Latitude,ElevAngle,Temp
424,2024-01-08 09:57:48,9,2024-01-08 22:10:48,9,Midnight,120.564,19.89,-6.0,24.14
425,2024-01-08 22:10:48,9,2024-01-09 10:00:48,9,Midday,120.241,19.177,-6.0,25.82
426,2024-01-09 10:00:48,9,2024-01-09 22:08:48,9,Midnight,120.543,18.506,-6.0,26.72
427,2024-01-09 22:08:48,9,2024-01-10 10:00:48,9,Midday,120.595,18.691,-6.0,25.44
428,2024-01-10 10:00:48,9,2024-01-10 22:09:48,9,Midnight,120.521,18.934,-6.0,24.65
429,2024-01-10 22:09:48,9,2024-01-11 10:02:48,9,Midday,120.321,18.509,-6.0,24.24
430,2024-01-11 10:02:48,9,2024-01-11 22:08:48,9,Midnight,120.496,18.142,-6.0,25.19
431,2024-01-11 22:08:48,9,2024-01-12 10:00:48,9,Midday,120.795,18.948,-6.0,22.6
432,2024-01-12 10:00:48,9,2024-01-12 22:11:48,9,Midnight,120.469,19.825,-6.0,22.99
433,2024-01-12 22:11:48,9,2024-01-13 10:02:48,9,Midday,120.267,19.4,-6.0,23.55
434,2024-01-13 10:02:48,9,2024-01-13 22:11:48,9,Midnight,120.315,19.357,-6.0,24.18
435,2024-01-13 22:11:48,9,2024-01-14 10:03:48,9,Midday,120.236,19.238,-6.0,24.51
436,2024-01-14 10:03:48,9,2024-01-14 22:10:48,9,Midnight,120.407,18.885,-6.0,24.65
437,2024-01-14 22:10:48,9,2024-01-15 10:03:48,9,Midday,120.453,19.079,-6.0,24.63
438,2024-01-15 10:03:48,9,2024-01-15 22:12:48,9,Midnight,120.248,19.683,-6.0,23.83
439,2024-01-15 22:12:48,9,2024-01-16 10:01:48,9,Midday,120.541,20.518,-6.0,24.05
440,2024-01-16 10:01:48,9,2024-01-16 22:09:48,9,Midnight,120.96,19.539,-6.0,23.8
441,2024-01-16 22:09:48,9,2024-01-17 10:03:48,9,Midday,120.752,19.092,-6.0,24.55
442,2024-01-17 10:03:48,9,2024-01-17 22:09:48,9,Midnight,120.794,19.072,-6.0,23.57
443,2024-01-17 22:09:48,9,2024-01-18 10:02:48,9,Midday,120.96,19.598,-6.0,24.67
444,2024-01-18 10:02:48,9,2024-01-18 22:12:48,9,Midnight,120.626,20.571,-6.0,23.1
445,2024-01-18 22:12:48,9,2024-01-19 10:06:48,9,Midday,120.166,19.461,-6.0,24.99
446,2024-01-19 10:06:48,9,2024-01-19 22:09:48,9,Midnight,120.58,18.454,-6.0,25.27
447,2024-01-19 22:09:48,9,2024-01-20 10:09:48,9,Midday,120.243,17.639,-6.0,26.59
448,2024-01-20 10:09:48,9,2024-01-20 22:12:48,9,Midnight,119.905,18.651,-6.0,26.28
449,2024-01-20 22:12:48,9,2024-01-21 10:09:48,9,Midday,119.942,18.851,-6.0,26.2
450,2024-01-21 10:09:48,9,2024-01-21 22:07:48,9,Midnight,120.603,17.133,-6.0,24.78
451,2024-01-21 22:07:48,9,2024-01-22 10:05:48,9,Midday,121.138,18.714,-6.0,23.66
452,2024-01-22 10:05:48,9,2024-01-22 22:10:48,9,Midnight,120.797,19.767,-6.0,23.34
453,2024-01-22 22:10:48,9,2024-01-23 10:06:48,9,Midday,120.706,19.629,-6.0,23.73
454,2024-01-23 10:06:48,9,2024-01-23 22:08:48,9,Midnight,120.988,18.951,-6.0,23.09
455,2024-01-23 22:08:48,9,2024-01-24 10:06:48,9,Midday,121.02,19.157,-6.0,22.3
456,2024-01-24 10:06:48,9,2024-01-24 22:11:48,9,Midnight,120.676,20.255,-6.0,20.73
457,2024-01-24 22:11:48,9,2024-01-25 10:08:48,9,Midday,120.457,19.756,-6.0,21.96
458,2024-01-25 10:08:48,9,2024-01-25 22:10:48,9,Midnight,120.611,19.437,-6.0,22.39
459,2024-01-25 22:10:48,9,2024-01-26 10:12:48,9,Midday,120.14,18.185,-6.0,24.06
460,2024-01-26 10:12:48,9,2024-01-26 22:11:48,9,Midnight,120.042,18.594,-6.0,23.58
461,2024-01-26 22:11:48,9,2024-01-27 10:10:48,9,Midday,120.319,19.543,-6.0,23.64
462,2024-01-27 10:10:48,9,2024-01-27 22:10:48,9,Midnight,120.47,19.228,-6.0,24.11
463,2024-01-27 22:10:48,9,2024-01-28 10:13:48,9,Midday,120.121,18.306,-6.0,24.73
464,2024-01-28 10:13:48,9,2024-01-28 22:11:48,9,Midnight,120.02,18.745,-6.0,24.54
465,2024-01-28 22:11:48,9,2024-01-29 10:14:48,9,Midday,119.919,18.57,-6.0,25.06
466,2024-01-29 10:14:48,9,2024-01-29 22:11:48,9,Midnight,119.941,18.639,-6.0,24.63
467,2024-01-29 22:11:48,9,2024-01-30 10:13:48,9,Midday,120.088,19.24,-6.0,24.87
468,2024-01-30 10:13:48,9,2024-01-30 22:07:48,9,Midnight,120.609,17.739,-6.0,18.36
469,2024-01-30 22:07:48,9,2024-01-31 10:12:48,9,Midday,120.754,18.344,-6.0,22.9
470,2024-01-31 10:12:48,9,2024-01-31 22:05:48,9,Midnight,121.023,17.619,-6.0,16.85
471,2024-01-31 22:05:48,9,2024-02-01 10:09:48,9,Midday,121.417,19.045,-6.0,25.4
472,2024-02-01 10:09:48,9,2024-02-01 22:10:48,9,Midnight,120.809,21.185,-6.0,24.74
473,2024-02-01 22:10:48,9,2024-02-02 10:12:48,9,Midday,120.451,20.191,-6.0,25.28
474,2024-02-02 10:12:48,9,2024-02-02 22:08:48,9,Midnight,120.717,19.48,-6.0,25.56
475,2024-02-02 22:08:48,9,2024-02-03 10:12:48,9,Midday,120.732,19.703,-6.0,25.72
476,2024-02-03 10:12:48,9,2024-02-03 22:04:48,9,Midnight,121.246,18.122,-6.0,21.45
477,2024-02-03 22:04:48,9,2024-02-04 10:15:48,9,Midday,120.884,17.029,-6.0,17.66
478,2024-02-04 10:15:48,9,2024-02-04 22:07:48,9,Midnight,120.522,18.46,-6.0,25.96
479,2024-02-04 22:07:48,9,2024-02-05 10:16:48,9,Midday,120.408,18.233,-6.0,26.13
480,2024-02-05 10:16:48,9,2024-02-05 22:09:48,9,Midnight,120.169,19.264,-6.0,25.4
481,2024-02-05 22:09:48,9,2024-02-06 10:15:48,9,Midday,120.304,19.939,-6.0,25.26
482,2024-02-06 10:15:48,9,2024-02-06 22:07:48,9,Midnight,120.563,19.195,-6.0,25.94
483,2024-02-06 22:07:48,9,2024-02-07 10:13:48,9,Midday,120.821,20.342,-6.0,25.04
484,2024-02-07 10:13:48,9,2024-02-07 22:08:48,9,Midnight,120.704,20.991,-6.0,24.7
485,2024-02-07 22:08:48,9,2024-02-08 10:17:48,9,Midday,120.21,19.357,-6.0,25.58
486,2024-02-08 10:17:48,9,2024-02-08 22:09:48,9,Midnight,120.091,20.022,-6.0,24.03
487,2024-02-08 22:09:48,9,2024-02-09 10:16:48,9,Midday,120.221,20.744,-6.0,23.37
488,2024-02-09 10:16:48,9,2024-02-09 22:07:48,9,Midnight,120.475,19.984,-6.0,23.84
489,2024-02-09 22:07:48,9,2024-02-10 10:17:48,9,Midday,120.353,19.73,-6.0,23.25
490,2024-02-10 10:17:48,9,2024-02-10 22:06:48,9,Midnight,120.48,19.446,-6.0,23.57
491,2024-02-10 22:06:48,9,2024-02-11 10:17:48,9,Midday,120.482,19.684,-6.0,23.06
492,2024-02-11 10:17:48,9,2024-02-11 22:05:48,9,Midnight,120.607,19.401,-6.0,22.36
493,2024-02-11 22:05:48,9,2024-02-12 10:20:48,9,Midday,120.232,18.059,-6.0,23.93
494,2024-02-12 10:20:48,9,2024-02-12 22:07:48,9,Midnight,119.981,19.359,-6.0,23.16
495,2024-02-12 22:07:48,9,2024-02-13 10:20:48,9,Midday,119.98,19.601,-6.0,23.14
496,2024-02-13 10:20:48,9,2024-02-13 22:05:48,9,Midnight,120.227,18.769,-6.0,24.43
497,2024-02-13 22:05:48,9,2024-02-14 10:19:48,9,Midday,120.349,19.563,-6.0,25.19
498,2024-02-14 10:19:48,9,2024-02-14 22:05:48,9,Midnight,120.345,19.849,-6.0,25.02
499,2024-02-14 22:05:48,9,2024-02-15 10:21:48,9,Midday,120.09,18.953,-6.0,25.74
500,2024-02-15 10:21:48,9,2024-02-15 22:04:48,9,Midnight,120.21,18.661,-6.0,25.58
501,2024-02-15 22:04:48,9,2024-02-16 10:17:48,9,Midday,120.703,21.28,-6.0,24.36
502,2024-02-16 10:17:48,9,2024-02-16 22:03:48,9,Midnight,120.821,21.03,-6.0,23.94
503,2024-02-16 22:03:48,9,2024-02-17 10:20:48,9,Midday,120.438,19.47,-6.0,24.5
504,2024-02-17 10:20:48,9,2024-02-17 22:04:48,9,Midnight,120.305,20.443,-6.0,24.51
505,2024-02-17 22:04:48,9,2024-02-18 10:19:48,9,Midday,120.42,21.358,-6.0,24.45
506,2024-02-18 10:19:48,9,2024-02-18 22:02:48,9,Midnight,120.66,20.464,-6.0,25.63
507,2024-02-18 22:02:48,9,2024-02-19 10:20:48,9,Midday,120.524,20.087,-6.0,25.62
508,2024-02-19 10:20:48,9,2024-02-19 22:02:48,9,Midnight,120.513,20.493,-6.0,25.82
509,2024-02-19 22:02:48,9,2024-02-20 10:20:48,9,Midday,120.501,20.786,-6.0,26.01
510,2024-02-20 10:20:48,9,2024-02-20 22:01:48,9,Midnight,120.613,20.53,-6.0,25.92
511,2024-02-20 22:01:48,9,2024-02-21 10:20:48,9,Midday,120.599,20.83,-6.0,26.02
512,2024-02-21 10:20:48,9,2024-02-21 22:02:48,9,Midnight,120.46,22.04,-6.0,24.92
513,2024-02-21 22:02:48,9,2024-02-22 10:21:48,9,Midday,120.32,21.635,-6.0,25.81
514,2024-02-22 10:21:48,9,2024-02-22 22:00:48,9,Midnight,120.554,20.632,-6.0,25.87
515,2024-02-22 22:00:48,9,2024-02-23 10:19:48,9,Midday,120.788,22.518,-6.0,10.52
516,2024-02-23 10:19:48,9,2024-02-23 22:03:48,9,Midnight,120.396,25.502,-6.0,11.96
517,2024-02-23 22:03:48,9,2024-02-24 10:20:48,9,Midday,120.254,25.137,-6.0,14.06
518,2024-02-24 10:20:48,9,2024-02-24 22:02:48,9,Midnight,120.36,24.992,-6.0,14.86
519,2024-02-24 22:02:48,9,2024-02-25 10:20:48,9,Midday,120.341,25.45,-6.0,13.35
520,2024-02-25 10:20:48,9,2024-02-25 21:57:48,9,Midnight,120.947,21.761,-6.0,23.07
521,2024-02-25 21:57:48,9,2024-02-26 10:23:48,9,Midday,120.552,19.409,-6.0,25.21
522,2024-02-26 10:23:48,9,2024-02-26 21:57:48,9,Midnight,120.531,20.045,-6.0,23.92
523,2024-02-26 21:57:48,9,2024-02-27 10:26:48,9,Midday,120.135,17.512,-6.0,27.08
524,2024-02-27 10:26:48,9,2024-02-27 21:56:48,9,Midnight,120.238,17.151,-6.0,26.32
525,2024-02-27 21:56:48,9,2024-02-28 10:22:48,9,Midday,120.716,21.519,-6.0,22.07
526,2024-02-28 10:22:48,9,2024-02-28 21:57:48,9,Midnight,120.568,23.405,-6.0,21.61
527,2024-02-28 21:57:48,9,2024-02-29 10:21:48,9,Midday,120.67,25.022,-6.0,15.36
528,2024-02-29 10:21:48,9,2024-02-29 21:56:48,9,Midnight,120.77,24.894,-6.0,17.83
529,2024-02-29 21:56:48,9,2024-03-01 10:23:48,9,Midday,120.496,23.105,-6.0,19.72
530,2024-03-01 10:23:48,9,2024-03-01 21:56:48,9,Midnight,120.471,24.146,-6.0,14.53
531,2024-03-01 21:56:48,9,2024-03-02 10:21:48,9,Midday,120.695,27.371,-6.0,7.9
532,2024-03-02 10:21:48,9,2024-03-02 21:55:48,9,Midnight,120.794,27.359,-6.0,6.54
533,2024-03-02 21:55:48,9,2024-03-03 10:21:48,9,Midday,120.768,28.191,-6.0,5.23
534,2024-03-03 10:21:48,9,2024-03-03 21:55:48,9,Midnight,120.741,29.775,-6.0,5.83
537,2024-03-04 21:54:48,9,2024-03-05 10:22:48,9,Midday,120.657,30.533,-6.0,11.47
584,2024-03-28 10:28:48,9,2024-03-28 21:34:48,9,Midnight,120.759,10.413,-6.0,28.36
585,2024-03-28 21:34:48,9,2024-03-29 10:25:48,9,Midday,121.096,5.656,-6.0,28.22
586,2024-03-29 10:25:48,9,2024-03-29 21:34:48,9,Midnight,121.059,4.89,-6.0,28.25
621,2024-04-15 21:11:48,9,2024-04-16 10:12:48,9,Midday,124.364,8.058,-6.0,25.98
625,2024-04-17 21:07:48,9,2024-04-18 10:05:48,9,Midday,125.626,5.725,-6.0,28.38
632,2024-04-21 10:13:48,9,2024-04-21 21:07:48,9,Midnight,124.444,9.207,-6.0,28.07
642,2024-04-26 10:09:48,9,2024-04-26 21:08:48,9,Midnight,124.599,5.659,-6.0,29.36
643,2024-04-26 21:08:48,9,2024-04-27 10:18:48,9,Midday,123.455,9.801,-6.0,24.34
644,2024-04-27 10:18:48,9,2024-04-27 21:06:48,9,Midnight,123.687,10.5,-6.0,29.06
645,2024-04-27 21:06:48,9,2024-04-28 10:07:48,9,Midday,125.044,5.494,-6.0,28.28
651,2024-04-30 21:22:48,9,2024-05-01 10:19:48,9,Midday,121.446,3.298,-6.0,28.21
652,2024-05-01 10:19:48,9,2024-05-01 21:00:48,9,Midnight,124.182,12.402,-6.0,26.81
653,2024-05-01 21:00:48,9,2024-05-02 10:23:48,9,Midday,123.668,13.864,-6.0,28.62
654,2024-05-02 10:23:48,9,2024-05-02 20:58:48,9,Midnight,123.905,14.443,-6.0,28.3
655,2024-05-02 20:58:48,9,2024-05-03 10:19:48,9,Midday,124.393,12.838,-6.0,28.35
656,2024-05-03 10:19:48,9,2024-05-03 21:05:48,9,Midnight,123.506,9.977,-6.0,27.79
657,2024-05-03 21:05:48,9,2024-05-04 10:03:48,9,Midday,125.494,3.435,-6.0,29.02
662,2024-05-06 10:08:48,9,2024-05-06 21:06:48,9,Midnight,124.696,4.776,-6.0,28.53
663,2024-05-06 21:06:48,9,2024-05-07 10:23:48,9,Midday,122.813,10.45,-6.0,29.7
664,2024-05-07 10:23:48,9,2024-05-07 20:52:48,9,Midnight,124.556,15.269,-6.0,28.04
665,2024-05-07 20:52:48,9,2024-05-08 10:18:48,9,Midday,125.174,13.453,-6.0,28.86
666,2024-05-08 10:18:48,9,2024-05-08 21:05:48,9,Midnight,123.543,8.697,-6.0,28.42
667,2024-05-08 21:05:48,9,2024-05-09 10:18:48,9,Midday,123.537,8.633,-6.0,28.39
668,2024-05-09 10:18:48,9,2024-05-09 20:47:48,9,Midnight,125.782,14.79,-6.0,28.03
669,2024-05-09 20:47:48,9,2024-05-10 10:24:48,9,Midday,125.028,16.634,-6.0,28.09
670,2024-05-10 10:24:48,9,2024-05-10 21:17:48,9,Midnight,121.274,6.223,-6.0,28.36
673,2024-05-11 20:47:48,9,2024-05-12 10:29:48,9,Midday,124.391,17.697,-6.0,28.31
675,2024-05-12 20:28:48,9,2024-05-13 10:38:48,9,Midday,125.639,25.281,-6.0,26.59
676,2024-05-13 10:38:48,9,2024-05-13 20:28:48,9,Midnight,125.639,25.134,-6.0,23.57
677,2024-05-13 20:28:48,9,2024-05-14 10:38:48,9,Midday,125.639,24.989,-6.0,24.28
678,2024-05-14 10:38:48,9,2024-05-14 20:27:48,9,Midnight,125.765,25.103,-6.0,23.63
681,2024-05-15 20:28:48,9,2024-05-16 10:38:48,9,Midday,125.647,24.435,-6.0,25.21
689,2024-05-19 20:27:48,9,2024-05-20 10:41:48,9,Midday,125.44,24.422,-6.0,25.9
